,ticker,exchange,industry,market_cap,roe,stock_rating,business_operation,business_model,financial_health,alpha,beta,active_buy_pct,strong_buy_pct,high_vol_match,forecast_vol_ratio,pe,pb,ev_ebitda,dividend_yield,price_vs_sma5,price_vs_sma20,revenue_growth_1y,revenue_growth_5y,eps_growth_1y,eps_growth_5y,gross_margin,net_margin,doe,avg_trading_value_5d,avg_trading_value_10d,avg_trading_value_20d,relative_strength_3d,rel_strength_1m,rel_strength_3m,rel_strength_1y,total_trading_value,foreign_transaction,price_near_realtime,rsi14,foreign_vol_pct,tc_rs,tcbs_recommend,tcbs_buy_sell_signal,foreign_buysell_20s,num_increase_continuous_day,num_decrease_continuous_day,eps,macd_histogram,vol_vs_sma5,vol_vs_sma10,vol_vs_sma20,vol_vs_sma50,price_vs_sma10,price_vs_sma50,price_break_out52_week,sar_vs_macd_hist,bolling_band_signal,dmi_signal,rsi14_status,price_growth_1w,price_growth_1m,breakout,prev_1d_growth_pct,prev_1m_growth_pct,prev_1y_growth_pct,prev_5y_growth_pct,has_financial_report,free_transfer_rate,net_cash_per_market_cap,net_cash_per_total_assets,profit_last_4q,last_quarter_revenue_growth,second_quarter_revenue_growth,last_quarter_profit_growth,second_quarter_profit_growth,pct_1y_from_peak,pct_away_from_hist_peak,pct_1y_from_bottom,pct_off_hist_bottom,price_vs_sma100,heating_up,price_growth1_day,vsma5,vsma10,vsma20,vsma50,corporate_percentage,ev,quarter_revenue_growth,quarter_income_growth,peg_forward,peg_trailing,quarterly_income,quarterly_revenue,ps,roa,npl,nim,price_vs_sma200,eps_ttm_growth1_year,eps_ttm_growth5_year,equity_mi,eps_recently,percent_price_vs_ma200,percent_price_vs_ma20,percent_price_vs_ma50,percent_price_vs_ma100
229,NAF,HSX,Thực phẩm và đồ uống,1849.0,10.8,3.1,2.7,3.0,2.8,0.2,0.3,31.4,95.4,5.5,2.0,16.7,1.8,10.9,0.0,,Giá nằm trên SMA(20),-17.09,6.64,5.88,22.38,25.12,8.61,1.1,30.65,25.44,25.37,98.0,99.0,91.0,92.0,18.31,Mua < Bán,32.95,87.2,14.15,95.0,,Mua mạnh,740.0,0.0,0.0,1993.0,MACD Histogram > 0 và giảm dần,0.7,0.7,0.7,0.8,,Giá nằm trên SMA(50),,,,,Trung tính,12.84,50.46,,-0.9,50.46,94.86,59.67,Có,30.0,-59.3,-42.4,110.9,54.2,12.6,16.5,-99.9,-7.3,-0.9,96.5,420.0,Giá nằm trên SMA(100),Tăng nóng vào phiên hôm trước,-0.9,843.5,768.1,799.3,672.0,24.3,3.0,94.4,723378.1,2.0,-16.8,59.0,680.0,1.1,4.6,,,,-0.99,54.91,1030.0,1993.0,51.0,12.2,27.5,38.7
230,NAV,HSX,Xây dựng và Vật liệu,146.0,19.1,2.9,2.4,,4.2,0.0,0.5,,71.0,135.1,,7.2,1.4,14.0,11.4,,Giá nằm trên SMA(20),-17.88,0.18,-9.33,5.83,8.39,24.46,0.0,0.08,0.12,0.12,,,,,0.05,,18.2,58.0,0.74,,,Mua,-1.0,2.0,,2512.0,MACD Histogram < 0 và tăng dần,0.6,0.4,0.4,0.5,,Giá nằm trên SMA(50),,,,,Trung tính,-3.44,8.7,,0.0,8.7,19.98,49.74,Có,9.0,3.4,4.1,20.1,40.5,273.8,7.1,16.0,-5.7,-11.3,21.0,1081.6,Giá nằm trên SMA(100),,0.0,4.0,6.0,6.2,5.2,20.0,0.0,21.3,338.9,,-0.3,10.0,40.0,1.0,17.6,,,,-24.86,7.95,107.0,2512.0,7.5,2.6,6.8,8.6
231,NBB,HSX,Bất động sản,2193.0,0.0,1.7,1.5,3.0,2.2,-0.1,0.4,57.2,38.8,0.4,0.2,2853.4,1.2,1147.0,0.0,,Giá nằm dưới SMA(20),-77.91,-27.83,-59.9,-70.58,26.1,1.84,2.4,10.95,27.51,18.35,75.0,23.0,14.0,27.0,0.9,,21.6,39.5,0.45,35.0,,Bán mạnh,-5.0,,1.0,8.0,MACD Histogram < 0 và tăng dần,0.1,0.0,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-6.29,-6.09,,-1.37,-6.09,-4.0,19.77,Có,25.0,-201.6,-56.8,0.8,-15.2,-50.8,-42.6,25.5,-23.9,-63.8,13.7,262.3,Giá nằm dưới SMA(100),,-1.37,391.0,1021.5,802.5,360.3,92.5,7.0,-8.1,84.8,-1.9,-31.3,0.0,13.0,45.3,0.0,,,,-91.06,-99.65,1813.0,8.0,-4.3,-8.5,-5.8,-4.5
232,NCT,HSX,Hàng & Dịch vụ Công nghiệp,2787.0,49.6,2.6,3.5,3.0,4.2,-0.1,0.6,71.4,9.2,5.2,0.7,9.2,4.1,7.1,0.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),31.19,5.65,22.9,3.87,48.03,30.45,0.0,1.97,1.58,1.23,13.0,26.0,40.0,43.0,0.19,,107.8,41.3,15.95,30.0,,Bán,-17.0,,9.0,11557.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.2,0.2,,Giá nằm dưới SMA(50),,,,,Thoát vùng quá bán,-2.18,-2.71,,1.22,-2.71,6.21,154.6,Có,35.0,4.8,15.8,302.4,28.2,29.8,33.4,29.2,-11.6,-11.6,20.3,275.1,Giá nằm trên SMA(100),,1.22,16.8,13.7,10.9,11.1,81.5,3.0,16.3,32.5,-1.3,0.3,85.0,280.0,2.7,40.2,,,,29.46,47.44,682.0,11557.0,-2.1,-1.3,-1.5,1.3
233,NHA,HSX,Xây dựng và Vật liệu,1118.0,13.6,2.4,2.5,3.1,3.6,-0.1,1.3,56.4,59.3,0.9,0.5,15.8,2.0,12.7,0.0,,Giá nằm dưới SMA(20),119.26,-1.16,969.12,-11.8,29.84,19.54,0.3,32.93,42.6,45.23,12.0,59.0,65.0,26.0,3.64,Mua < Bán,23.3,45.6,0.99,40.0,,Bán,-521.0,,1.0,1455.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-9.69,3.56,,1.3,3.56,-4.54,271.1,Có,55.0,-12.3,-17.0,70.7,24.0,180.8,-49.8,188.9,-19.4,-65.9,33.8,5398.1,Giá nằm trên SMA(100),,1.3,1071.0,1522.6,1662.9,1319.2,,1.0,-22.0,-56.8,1.0,0.3,15.0,75.0,4.7,9.6,,,,52.42,-0.22,565.0,1455.0,2.6,-6.4,1.6,9.6
234,NHH,HSX,Hóa chất,1356.0,7.2,2.8,2.7,3.0,4.4,-0.2,1.0,28.9,65.2,1.8,0.2,13.3,0.9,4.8,0.0,,Giá nằm dưới SMA(20),2.83,11.21,-9.58,-13.3,17.72,11.13,0.2,2.55,3.45,4.99,54.0,64.0,58.0,15.0,0.09,Mua < Bán,12.0,46.6,0.4,48.0,,Trung tính,29.0,,1.0,902.0,MACD Histogram < 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,-5.51,3.45,,0.0,3.45,-14.88,-72.06,Có,30.0,-7.2,-4.6,101.9,26.2,27.9,108.0,-52.1,-16.3,-79.7,23.7,49.7,Giá nằm trên SMA(100),,0.0,175.9,231.5,337.9,300.2,70.9,1.0,11.7,269.8,0.1,-0.6,71.0,636.0,0.6,4.7,,,"{'vi': 'Giá cắt xuống SMA(200)', 'en': 'Price cross below SMA(200)'}",-20.46,91.84,1442.0,902.0,0.3,-4.7,3.5,7.4
235,NHT,HSX,Hàng cá nhân & Gia dụng,252.0,8.7,2.6,1.7,3.5,3.6,0.0,0.3,,87.0,,,10.6,0.9,7.5,0.0,,,13.74,9.47,4216.43,-20.08,17.39,,0.3,0.01,0.04,0.03,22.0,76.0,45.0,57.0,,,,,3.01,50.0,,,0.0,,1.0,995.0,,,,,,,,,,,,,,,,,,,,Có,35.0,-34.6,-16.4,23.9,-6.5,-25.1,-121.7,,,,,,,,,,,,,,0.0,43.7,,,0.0,-1.0,69.0,0.8,4.2,,,,1233.61,,274.0,995.0,,,,
236,NKG,HSX,Tài nguyên Cơ bản,7027.0,3.6,2.4,2.5,3.6,2.6,-0.2,1.1,56.5,54.5,0.1,0.6,29.2,0.9,17.1,0.0,,Giá nằm dưới SMA(20),10.83,11.1,285.84,36.23,7.09,2.4,0.9,178.13,271.54,354.26,78.0,66.0,69.0,22.0,26.27,Mua < Bán,15.8,50.1,5.86,59.0,,Trung tính,-5391.0,,1.0,537.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-2.17,4.98,,0.64,4.98,-6.96,320.57,Có,75.0,-90.1,-38.4,240.3,-32.7,-22.7,-58.3,-56.4,-10.2,-54.9,43.0,1179.4,Giá nằm trên SMA(100),,0.64,8668.5,15001.3,18053.7,16445.2,18.7,13.0,-6.9,40.0,3.7,-0.7,92.0,3808.0,0.4,1.6,,,,-42.22,232.97,7581.0,537.0,10.7,-2.7,5.3,14.5
237,NLG,HSX,Bất động sản,16905.0,7.0,3.1,3.1,4.3,4.6,-0.1,1.2,24.5,74.9,1.5,0.4,25.7,1.7,11.7,1.4,,Giá nằm trên SMA(20),126.19,23.1,7.06,-11.72,42.95,12.86,0.5,217.05,273.9,213.68,84.0,69.0,73.0,48.0,28.62,Mua < Bán,43.2,53.0,47.29,68.0,Chờ mua,Mua,-4145.0,2.0,,1708.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.2,Giá cắt xuống SMA(10),Giá nằm trên SMA(50),,,,,Trung tính,0.23,3.72,,-1.59,3.72,7.55,107.8,Có,80.0,-19.7,-11.8,657.7,206.2,530.9,-31.4,,-13.2,-30.1,70.0,498.0,Giá nằm trên SMA(100),,-1.59,3390.4,5169.7,4788.4,4021.0,43.8,25.0,-40.2,-8.3,0.6,0.5,99.0,773.0,1.9,2.3,,,,55.13,-24.67,9670.0,1708.0,21.0,0.4,5.9,17.5
238,NNC,HSX,Xây dựng và Vật liệu,969.0,20.4,3.1,2.7,2.7,5.0,0.3,0.4,75.0,17.0,4.5,1.4,11.0,2.1,8.6,4.4,Giá cắt xuống SMA(5),Giá nằm trên SMA(20),59.18,-11.52,67.97,-12.6,60.21,38.42,0.0,1.61,1.92,2.38,27.0,91.0,88.0,93.0,0.16,,44.0,78.9,3.98,75.0,,Mua,-3.0,2.0,,4024.0,MACD Histogram < 0 và giảm dần,0.2,0.1,0.1,0.1,,Giá nằm trên SMA(50),,Tín hiệu bán,,,Trung tính,0.0,19.26,,-0.45,19.26,100.87,19.2,Có,25.0,6.6,11.2,88.2,39.7,35.1,74.5,187.6,-3.3,-0.7,122.7,2210.4,Giá nằm trên SMA(100),,-0.45,18.3,40.6,57.8,56.0,67.8,1.0,30.4,116.4,-0.2,0.1,35.0,91.0,3.0,17.2,,,,82.46,-28.34,468.0,4024.0,50.6,6.7,19.7,30.7
239,NO1,HSX,Hàng & Dịch vụ Công nghiệp,176.0,5.1,,1.2,,4.4,-0.2,0.8,10.5,39.2,1.7,0.1,10.9,0.6,3.6,0.0,,Giá nằm dưới SMA(20),31.21,,6.65,,7.64,1.67,0.3,1.6,1.65,2.51,,,,,0.04,,7.33,38.7,7.08,,,Bán mạnh,13.0,,1.0,672.0,MACD Histogram < 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm dưới SMA(50),,,,,Trung tính,-8.49,2.37,,0.0,2.37,10.17,,Có,55.0,41.0,8.0,16.1,303.0,-22.6,19.6,-59.0,-44.9,-44.9,12.8,18.7,Giá nằm dưới SMA(100),,0.0,161.6,187.4,273.3,282.2,6.1,0.0,169.6,308.6,,-0.2,10.0,613.0,0.1,2.2,,,,-44.54,,313.0,672.0,-13.7,-7.3,-2.1,-1.2
240,NSC,HSX,Thực phẩm và đồ uống,1402.0,16.0,2.9,2.9,3.4,4.2,0.0,0.3,,63.0,,,6.3,0.9,5.0,2.6,,,20.3,10.03,-2.5,1.54,27.39,9.02,0.5,0.13,0.17,0.21,53.0,28.0,14.0,44.0,,,,,9.09,35.0,,,-6.0,2.0,,12753.0,,,,,,,,,,,,,,,,,,,,Có,20.0,-32.4,-16.2,224.1,5.7,5.0,8.4,4.3,,,,,,,,,,,,98.2,2.0,81.4,62.8,0.7,-19.4,60.0,668.0,0.6,8.6,,,,-0.32,23.34,1481.0,12753.0,,,,
241,NT2,HSX,"Điện, nước & xăng dầu khí đốt",6420.0,11.5,2.8,1.4,3.8,4.6,0.0,0.8,26.5,26.7,0.1,0.6,13.3,1.5,7.2,0.0,,Giá nằm trên SMA(20),-6.92,-4.93,-82.48,-35.7,17.61,15.68,0.5,36.25,41.16,48.5,86.0,77.0,68.0,56.0,4.19,Mua < Bán,22.3,62.1,10.67,72.0,Chờ bán,Mua,1174.0,3.0,,1675.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,3.24,8.78,,0.0,8.78,16.56,33.32,Có,30.0,-30.6,-22.6,482.1,-4.8,444.7,167.0,,-3.0,-25.2,39.4,2131.3,Giá nằm trên SMA(100),,0.0,1466.0,1713.8,2192.1,1759.2,87.6,8.0,45.9,782.6,0.1,0.0,326.0,2081.0,0.9,5.2,,,,499.57,-39.79,4294.0,1675.0,14.4,2.3,8.6,15.2
242,NTL,HSX,Bất động sản,2379.0,-1.3,2.7,3.5,3.0,3.4,-0.2,1.2,49.5,55.6,0.0,0.2,-100.9,1.4,-45.2,6.5,,Giá nằm dưới SMA(20),57.69,11.53,70.27,5.81,,31.35,0.0,48.43,66.67,76.75,60.0,15.0,77.0,12.0,2.44,Mua < Bán,19.4,43.5,15.58,41.0,Chờ mua,Bán,-680.0,2.0,,-193.0,MACD Histogram < 0 và tăng dần,0.1,0.0,0.0,0.0,,Giá nằm dưới SMA(50),,,,,Trung tính,-8.71,-7.4,,-0.51,-7.4,-14.47,239.91,Có,75.0,25.2,30.6,-23.6,-99.6,-90.5,-99.7,20.4,-15.0,-27.1,57.7,1896.7,Giá nằm trên SMA(100),,-0.51,1947.1,2845.9,3289.3,3550.1,20.0,2.0,76.4,-69.7,0.0,1.0,2.0,6.0,68.7,-1.1,,,,,,1723.0,-193.0,9.3,-5.3,-2.0,9.5
243,NVL,HSX,Bất động sản,32762.0,0.5,2.2,1.5,3.0,3.0,0.1,1.1,30.9,74.0,0.1,0.4,197.8,0.8,31.1,0.0,,Giá nằm dưới SMA(20),90.74,-3.66,,,35.69,,1.2,388.35,565.11,615.66,90.0,37.0,81.0,68.0,48.04,Mua < Bán,16.6,45.0,11.13,69.0,Chờ mua,Trung tính,14500.0,0.0,0.0,85.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-4.6,-2.92,,-1.19,-2.92,24.81,-52.57,Có,65.0,-175.6,-24.1,165.6,22.0,155.0,,,-14.0,-82.0,110.7,104.9,Giá nằm trên SMA(100),,-1.19,17333.3,28981.0,32257.9,27887.2,25.9,103.0,8.9,,0.0,-1.9,-161.0,1937.0,3.1,0.1,,,,,-95.67,39078.0,85.0,35.0,-6.2,0.3,15.3
244,NVT,HSX,Bất động sản,750.0,-5.9,2.6,2.0,2.6,3.8,0.0,0.4,,28.6,,,-58.6,3.4,7.9,0.0,,,8.92,8.13,,,57.62,4.5,0.4,0.05,0.08,0.1,94.0,80.0,51.0,46.0,,,,,0.07,68.0,,,-31.0,,1.0,-141.0,,,,,,,,,,,,,,,,,,,,Có,6.0,-14.8,-10.3,-12.8,15.8,6.1,,-509.9,,,,,,,,,,,,95.7,1.0,-3.9,,0.4,-1.1,5.0,116.0,1.7,-1.2,,,,,,220.0,-141.0,,,,
245,OCB,HSX,Ngân hàng,36218.0,9.5,2.5,3.1,3.4,1.4,0.1,1.1,39.4,59.3,0.0,0.1,12.0,1.1,,7.0,,Giá nằm trên SMA(20),12.65,8.77,-3.93,-8.76,,30.02,,269.2,241.92,195.74,3.0,85.0,88.0,68.0,12.87,Mua < Bán,13.5,56.9,19.69,61.0,,Trung tính,-6053.0,,1.0,1130.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,Giá cắt xuống SMA(10),Giá nằm trên SMA(50),,,,,Trung tính,-1.1,12.59,,-0.74,12.59,29.45,,Có,30.0,,,3008.3,16.3,-0.6,10.6,-25.3,-12.3,-9.3,73.1,125.0,Giá nằm trên SMA(100),,-0.74,15608.4,16193.5,14110.5,10242.8,60.5,,16.2,11.3,0.3,-0.6,793.0,2642.0,,1.1,3.5,3.5,,-20.87,-5.4,33114.0,1130.0,32.8,3.1,13.1,26.4
246,OGC,HSX,Dịch vụ tài chính,1455.0,19.8,2.0,2.5,2.3,2.6,-0.1,1.1,72.5,47.1,0.4,0.2,12.1,2.2,14.7,0.0,,Giá nằm trên SMA(20),2.26,-3.59,26.8,9.84,36.42,3.35,0.9,11.15,11.14,9.68,47.0,74.0,64.0,33.0,0.72,Mua < Bán,4.84,54.7,0.42,54.0,,Mua,155.0,2.0,,402.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-7.98,7.32,,-0.21,7.32,-0.82,-5.47,Có,45.0,-88.7,-29.1,120.5,10.0,8.9,16.9,,-15.4,-85.5,38.3,332.1,Giá nằm trên SMA(100),,-0.21,1502.8,2114.5,1908.7,1433.0,88.0,4.0,38.1,,-0.1,0.2,6.0,181.0,1.4,2.6,,,,54.15,8.87,669.0,402.0,11.3,2.1,8.3,13.3
247,OPC,HSX,Y tế,1480.0,12.3,2.3,2.6,3.0,4.2,0.0,0.3,,81.0,,,14.9,1.7,9.9,0.0,,,-3.61,-0.42,-12.41,-15.14,42.99,9.23,0.0,0.15,0.1,0.08,76.0,38.0,16.0,29.0,,,,,0.66,40.0,,,-6.0,1.0,,1546.0,,,,,,,,,,,,,,,,,,,,Có,55.0,9.3,11.0,99.0,9.8,-4.8,-0.5,-24.8,,,,,,,,,,,,50.5,1.0,12.6,-9.0,0.1,-1.5,22.0,237.0,1.5,8.3,,,,-10.23,-6.47,847.0,1546.0,,,,
248,ORS,HSX,Dịch vụ tài chính,4855.0,2.4,3.0,3.8,3.0,3.2,-0.2,1.3,,37.4,0.0,2.2,53.5,1.3,11.2,0.0,,Giá nằm trên SMA(20),-26.39,64.33,65.9,32.93,17.23,,0.9,120.92,147.58,141.2,99.0,96.0,95.0,48.0,62.08,Mua < Bán,15.45,76.8,1.16,84.0,,Mua mạnh,550.0,3.0,,270.0,MACD Histogram > 0 và tăng dần,0.5,0.4,0.4,0.4,,Giá nằm trên SMA(50),,,,,Trung tính,18.39,40.45,,6.92,40.45,19.31,325.92,Có,85.0,-62.4,-27.5,90.7,-47.9,-6.8,-204.9,-109.5,-4.6,-40.9,114.9,1450.9,Giá nằm trên SMA(100),Tăng nóng vào phiên hôm trước,6.92,7761.6,10098.4,10306.6,9227.7,12.8,8.0,-34.9,,-1.7,-0.8,-106.0,291.0,2.7,0.9,,,,-69.15,13.51,3808.0,270.0,30.9,19.7,37.4,56.5
249,PAC,HSX,Hàng & Dịch vụ Công nghiệp,1879.0,14.0,2.2,2.2,3.0,3.0,-0.1,0.9,39.1,78.9,0.0,0.5,14.1,1.9,11.1,5.4,,Giá nằm dưới SMA(20),0.64,0.81,9.92,-12.72,14.04,4.32,1.4,14.68,25.71,28.38,72.0,3.0,59.0,23.0,1.76,Mua < Bán,26.9,39.7,12.44,39.0,,Bán,-288.0,,1.0,1906.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-3.93,-15.94,,-0.19,-15.94,-7.03,110.34,Có,30.0,-66.7,-41.5,132.8,6.5,8.4,14.3,4.7,-26.3,-22.5,48.4,1223.6,Giá nằm trên SMA(100),,-0.19,428.4,788.7,858.7,770.0,89.0,3.0,5.1,34.3,2.0,1.1,39.0,906.0,0.6,4.8,,,,12.51,-10.18,977.0,1906.0,9.1,-8.5,-3.2,8.6
250,PAN,HSX,Thực phẩm và đồ uống,7144.0,13.5,2.9,2.9,3.5,3.4,0.0,0.9,49.7,81.1,0.2,0.7,10.4,1.3,10.1,2.1,,Giá nằm trên SMA(20),22.55,15.68,50.0,18.8,19.14,3.44,1.0,96.28,92.25,82.9,97.0,57.0,79.0,81.0,12.37,Mua < Bán,33.6,58.7,21.66,78.0,Mua,Mua,1263.0,4.0,,3255.0,MACD Histogram < 0 và tăng dần,0.2,0.2,0.2,0.2,,Giá nằm trên SMA(50),,,,,Trung tính,4.92,1.18,,-0.3,1.18,49.88,78.18,Có,50.0,-90.4,-31.2,680.0,20.5,19.0,50.6,28.8,-4.2,-23.5,67.2,1187.7,Giá nằm trên SMA(100),Tăng nóng vào phiên hôm trước,-0.3,2035.0,2350.3,2442.3,2260.3,57.2,17.0,-1.3,30.0,2.9,0.3,140.0,4064.0,0.4,3.1,,,,41.11,228.51,5255.0,3255.0,28.4,1.2,8.8,21.8
251,PC1,HSX,Xây dựng và Vật liệu,9513.0,7.7,2.5,3.0,3.6,3.0,0.0,1.1,54.9,42.8,0.1,0.4,22.6,1.7,8.6,0.0,,Giá nằm dưới SMA(20),31.13,11.54,1192.84,-2.99,17.36,4.71,1.4,177.64,264.51,279.64,6.0,69.0,62.0,39.0,16.23,Mua < Bán,26.85,50.1,15.4,44.0,,Bán,1651.0,,1.0,1179.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-8.21,6.76,,0.94,6.76,6.47,201.54,Có,60.0,-91.6,-39.1,421.7,-6.6,-14.1,-13.0,-31.4,-17.4,-16.6,45.9,482.2,Giá nằm trên SMA(100),,0.94,5213.6,8463.2,9349.2,6627.4,10.7,20.0,57.8,150.2,0.6,0.4,138.0,2935.0,1.0,1.9,,,,54.11,22.16,5668.0,1179.0,15.9,-3.1,8.1,15.0
252,PDN,HSX,Hàng & Dịch vụ Công nghiệp,5223.0,34.4,3.1,4.6,3.3,5.0,0.1,0.6,,76.7,37.4,,13.0,4.1,10.8,6.7,,Giá nằm dưới SMA(20),14.57,12.52,17.88,-3.26,37.53,32.01,0.1,0.12,0.13,0.32,58.0,24.0,49.0,67.0,0.02,,94.0,43.0,0.36,50.0,,Trung tính,0.0,0.0,0.0,7226.0,MACD Histogram < 0 và tăng dần,0.2,0.2,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-0.53,-4.67,,0.0,-4.67,26.9,366.95,Có,20.5,4.2,12.2,401.5,21.8,13.1,47.0,16.6,-10.9,-10.7,44.5,,Giá nằm trên SMA(100),,0.0,0.8,1.3,3.2,3.9,90.1,5.0,10.6,26.5,0.1,0.6,125.0,392.0,3.6,24.2,,,,21.21,187.11,1273.0,7226.0,14.1,-1.1,-2.5,2.9
253,PDR,HSX,Bất động sản,24054.0,1.5,2.6,2.0,3.7,3.0,-0.1,1.4,28.3,83.3,0.1,0.4,142.9,2.0,144.9,0.0,,Giá nằm trên SMA(20),33.06,-24.73,-77.33,-38.33,24.86,325.81,0.5,776.32,872.88,741.43,73.0,94.0,94.0,62.0,90.38,Mua < Bán,24.3,62.6,11.13,81.0,Mua,Mua,11730.0,2.0,,172.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.2,Giá cắt xuống SMA(10),Giá nằm trên SMA(50),,,,,Trung tính,-0.82,26.48,,-1.02,26.48,20.67,76.43,Có,50.0,-23.5,-23.4,168.3,141.4,170.0,30.5,-3.8,-9.0,-60.0,74.4,1290.6,Giá nằm trên SMA(100),,-1.02,26783.7,32605.6,30652.9,23272.5,9.1,30.0,-95.4,28.3,-0.7,-2.2,65.0,20.0,21.7,0.7,,,,-65.41,-81.51,11798.0,172.0,34.1,6.3,22.5,37.3
254,PET,HSX,Bán lẻ,3565.0,7.7,2.2,2.0,3.0,2.4,0.0,1.0,46.4,71.9,0.0,0.3,21.5,1.6,27.8,0.0,,Giá nằm dưới SMA(20),10.6,13.73,34.32,0.63,4.3,0.97,2.3,108.7,140.66,133.37,26.0,84.0,81.0,60.0,11.74,,33.0,48.7,0.81,63.0,Chờ bán,Bán,-12.0,2.0,,1556.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-14.17,11.86,,-1.2,11.86,18.49,375.42,Có,55.0,-127.6,-39.1,166.0,4.4,-5.9,50.8,2.6,-20.1,-42.2,97.6,1372.7,Giá nằm trên SMA(100),,-1.2,2387.8,3589.7,3759.4,2450.1,67.0,8.0,17.6,27.3,0.8,0.8,46.0,4722.0,0.2,1.6,,,,27.97,40.58,2247.0,1556.0,32.1,-6.4,10.1,27.8
255,PGC,HSX,"Điện, nước & xăng dầu khí đốt",833.0,12.6,2.2,1.6,3.0,2.8,-0.1,0.5,88.6,33.7,10.0,0.9,8.1,1.0,16.0,7.5,,Giá nằm dưới SMA(20),21.04,6.24,13.75,-6.0,17.63,2.54,1.8,0.33,0.55,0.47,46.0,39.0,17.0,37.0,0.05,,13.8,42.1,1.96,35.0,,Bán,-24.0,0.0,0.0,1712.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.1,,Giá nằm dưới SMA(50),,,,,Trung tính,-0.72,-1.43,,0.0,-1.43,2.41,27.06,Có,30.0,-167.7,-42.2,103.3,16.9,12.5,-10.3,-6.0,-8.6,-40.0,17.9,1545.3,Giá nằm dưới SMA(100),,0.0,18.4,35.9,31.7,34.1,58.8,2.0,5.0,17.9,0.1,2.0,30.0,1185.0,0.2,3.3,,,,4.01,-19.0,815.0,1712.0,-2.3,-0.6,-1.0,-0.7
256,PGD,HSX,"Điện, nước & xăng dầu khí đốt",2465.0,10.4,2.5,1.9,3.5,4.0,-0.1,0.3,95.7,55.6,7.2,4.6,15.4,1.6,5.3,5.0,Giá cắt lên SMA(5),Giá nằm dưới SMA(20),10.59,6.5,-6.25,-0.63,6.91,2.16,0.0,0.08,0.45,0.48,43.0,28.0,15.0,11.0,0.06,,25.1,48.0,46.43,24.0,,Bán,34.0,1.0,,1614.0,MACD Histogram < 0 và tăng dần,0.9,0.5,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-0.79,-2.56,,0.8,-2.56,-15.71,45.18,Có,3.5,53.1,35.0,159.7,2.6,11.6,-45.0,-100.0,-22.0,-43.8,7.1,485.6,Giá nằm dưới SMA(100),,0.8,2.5,4.4,16.5,22.6,99.5,1.0,16.2,477958.4,0.1,-0.4,64.0,2974.0,0.2,4.2,,,,-34.82,-2.98,1526.0,1614.0,-8.9,-1.5,1.3,-2.5
257,PGI,HSX,Bảo hiểm,2251.0,12.6,2.5,1.5,3.0,3.4,0.0,0.3,100.0,5.8,1.8,0.1,9.6,1.2,-3.9,5.5,,Giá nằm dưới SMA(20),,,1.38,2.7,,,0.3,0.27,0.28,0.26,49.0,50.0,17.0,18.0,0.0,,20.2,45.6,20.41,34.0,,Bán mạnh,9.0,,1.0,2107.0,MACD Histogram < 0 và giảm dần,0.0,0.0,0.0,0.0,,Giá nằm dưới SMA(50),,,,,Trung tính,-1.46,-0.49,,-0.49,-0.49,-11.04,67.19,Có,35.0,-17.2,-4.5,233.7,4.1,-0.1,-2.4,5.3,-22.9,-35.1,1.0,947.6,Giá nằm dưới SMA(100),,-0.49,12.1,12.5,12.1,12.2,69.0,3.0,4.8,22.6,0.1,-14.3,87.0,937.0,,2.9,,,,-0.67,18.95,1866.0,2107.0,-7.1,-0.9,-1.1,-4.3
