,ticker,exchange,industry,market_cap,roe,stock_rating,business_operation,business_model,financial_health,alpha,beta,active_buy_pct,strong_buy_pct,high_vol_match,forecast_vol_ratio,pe,pb,ev_ebitda,dividend_yield,price_vs_sma5,price_vs_sma20,revenue_growth_1y,revenue_growth_5y,eps_growth_1y,eps_growth_5y,gross_margin,net_margin,doe,avg_trading_value_5d,avg_trading_value_10d,avg_trading_value_20d,relative_strength_3d,rel_strength_1m,rel_strength_3m,rel_strength_1y,total_trading_value,foreign_transaction,price_near_realtime,rsi14,foreign_vol_pct,tc_rs,tcbs_recommend,tcbs_buy_sell_signal,foreign_buysell_20s,num_increase_continuous_day,num_decrease_continuous_day,eps,macd_histogram,vol_vs_sma5,vol_vs_sma10,vol_vs_sma20,vol_vs_sma50,price_vs_sma10,price_vs_sma50,price_break_out52_week,sar_vs_macd_hist,bolling_band_signal,dmi_signal,rsi14_status,price_growth_1w,price_growth_1m,breakout,prev_1d_growth_pct,prev_1m_growth_pct,prev_1y_growth_pct,prev_5y_growth_pct,has_financial_report,free_transfer_rate,net_cash_per_market_cap,net_cash_per_total_assets,profit_last_4q,last_quarter_revenue_growth,second_quarter_revenue_growth,last_quarter_profit_growth,second_quarter_profit_growth,pct_1y_from_peak,pct_away_from_hist_peak,pct_1y_from_bottom,pct_off_hist_bottom,price_vs_sma100,heating_up,price_growth1_day,vsma5,vsma10,vsma20,vsma50,corporate_percentage,ev,quarter_revenue_growth,quarter_income_growth,peg_forward,peg_trailing,quarterly_income,quarterly_revenue,ps,roa,npl,nim,price_vs_sma200,eps_ttm_growth1_year,eps_ttm_growth5_year,equity_mi,eps_recently,percent_price_vs_ma200,percent_price_vs_ma20,percent_price_vs_ma50,percent_price_vs_ma100
200,KDH,HSX,Bất động sản,40400.0,5.0,2.7,2.9,4.1,3.2,-0.1,1.1,38.5,88.4,0.1,0.4,51.2,2.3,38.9,0.0,,Giá nằm trên SMA(20),57.04,3.11,13.24,-12.69,38.68,18.99,0.5,300.77,320.55,270.82,90.0,93.0,84.0,55.0,28.89,Mua < Bán,35.55,63.5,32.54,80.0,Chờ bán,Mua,-10624.0,2.0,,703.0,MACD Histogram < 0 và giảm dần,0.1,0.1,0.1,0.1,Giá cắt xuống SMA(10),Giá nằm trên SMA(50),,,,,Trung tính,-2.6,23.87,,-1.25,23.87,14.71,132.73,Có,60.0,-16.5,-21.4,789.2,62.4,112.6,-28.6,92.5,-5.5,-8.4,61.2,1997.9,Giá nằm trên SMA(100),,-1.25,6012.9,8251.3,8208.7,5925.0,76.4,49.0,47.5,63.0,2.1,1.8,199.0,1047.0,10.0,2.6,,,,29.04,-28.83,17659.0,703.0,21.5,6.4,18.6,27.4
201,KHG,HSX,Bất động sản,3092.0,1.2,2.4,2.3,3.0,3.2,0.0,1.0,52.1,45.9,0.0,0.7,50.7,0.6,689.8,0.0,,Giá nằm dưới SMA(20),-6.26,17.79,115.39,30.71,31.78,14.0,0.2,72.0,79.51,98.48,58.0,46.0,74.0,66.0,12.38,Mua > Bán,6.83,47.4,0.67,61.0,Chờ mua,Trung tính,-704.0,0.0,0.0,136.0,MACD Histogram < 0 và tăng dần,0.2,0.2,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-3.26,-1.01,,-0.73,-1.01,24.64,,Có,55.0,-36.1,-16.4,61.0,62.3,173.4,24.3,18.6,-8.8,-59.6,48.2,68.6,Giá nằm trên SMA(100),,-0.73,9141.5,10092.1,13481.2,12930.7,,4.0,45.8,33.4,-0.1,2.1,20.0,146.0,7.2,0.9,,,,24.21,,5256.0,136.0,17.3,-2.4,0.7,11.2
202,KHP,HSX,"Điện, nước & xăng dầu khí đốt",761.0,5.5,2.8,1.6,4.7,3.0,0.0,0.7,42.9,7.1,0.6,0.6,20.9,1.2,5.1,3.9,,Giá nằm trên SMA(20),14.72,5.8,5.37,1.48,4.93,1.99,1.1,1.03,0.87,0.84,74.0,54.0,47.0,71.0,0.06,,12.55,58.0,1.22,62.0,,Mua mạnh,-1.0,0.0,0.0,603.0,MACD Histogram > 0 và tăng dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,1.21,0.4,,-0.4,0.4,32.41,154.64,Có,50.0,-93.2,-30.1,36.4,7.5,2.2,78.5,-395.5,-17.0,-36.4,50.3,915.3,Giá nằm trên SMA(100),,-0.4,72.7,57.5,65.1,65.4,63.3,1.0,41.1,,0.3,-0.4,42.0,2128.0,0.1,1.6,,,,-53.04,,656.0,603.0,7.7,1.1,1.8,8.2
203,KMR,HSX,Hàng cá nhân & Gia dụng,177.0,0.7,2.5,1.5,3.0,3.8,-0.1,0.5,27.4,1.0,9.2,0.1,39.5,0.3,5.1,0.0,,Giá nằm dưới SMA(20),-16.62,-5.45,-30.16,10.11,12.67,0.45,0.2,0.11,0.12,0.18,20.0,17.0,22.0,73.0,0.02,,3.09,35.0,62.63,33.0,,Bán mạnh,-1.0,1.0,,79.0,MACD Histogram < 0 và giảm dần,0.3,0.2,0.2,0.2,,Giá nằm dưới SMA(50),,,,,Trung tính,-2.83,-1.9,,-0.96,-1.9,-8.31,45.07,Có,50.0,-65.5,-14.0,4.5,-20.0,9.9,-84.6,33.0,-12.0,-90.1,10.0,70.0,Giá nằm dưới SMA(100),,-0.96,29.2,34.8,44.4,47.0,38.1,0.0,-5.0,-33.3,0.6,-3.0,0.0,102.0,0.4,0.5,,,,-13.39,,647.0,79.0,-3.0,-2.4,-1.2,-0.1
204,KOS,HSX,Bất động sản,8378.0,0.6,1.8,2.2,2.1,2.6,0.0,0.0,,66.7,,,561.2,3.6,54.2,0.0,,,9.36,6.25,1.77,1.33,12.21,0.9,0.9,12.29,12.36,12.62,21.0,50.0,27.0,28.0,,,,,0.15,32.0,,,16.0,,1.0,69.0,,,,,,,,,,,,,,,,,,,,Có,40.0,-24.1,-42.1,14.9,-5.5,-4.5,-61.3,-9.2,,,,,,,,,,,,21.2,10.0,92.4,51.0,-26.1,-17.0,4.0,436.0,6.0,0.3,,,,-33.05,-31.82,2318.0,69.0,,,,
205,KSB,HSX,Tài nguyên Cơ bản,2157.0,4.2,2.4,2.1,3.0,3.4,-0.1,1.1,34.7,37.9,0.7,0.4,19.0,0.8,26.0,0.0,,Giá nằm dưới SMA(20),-24.09,-21.12,-28.04,-36.53,45.51,31.77,0.4,46.79,70.0,83.06,69.0,60.0,56.0,32.0,5.13,Mua < Bán,18.8,49.3,1.4,54.0,,Trung tính,-3222.0,,1.0,990.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-3.09,2.17,,-0.27,2.17,-0.79,2.36,Có,75.0,-45.1,-19.3,113.3,-4.8,198.8,278.1,288.9,-10.9,-58.1,34.8,764.0,Giá nằm trên SMA(100),,-0.27,1701.6,3172.9,4095.0,3248.7,27.9,3.0,12.8,26.4,0.2,0.1,45.0,143.0,4.5,2.3,,,,165.41,-66.86,2716.0,990.0,4.5,-2.4,3.3,9.6
206,L10,HSX,Hàng & Dịch vụ Công nghiệp,227.0,8.5,2.8,1.5,3.0,4.2,0.0,0.6,,4.3,,,9.8,0.8,2.7,7.9,,,2.39,-4.31,6.39,9.51,3.29,2.05,0.9,0.0,0.01,0.01,89.0,89.0,79.0,80.0,,,,,0.95,84.0,,,0.0,0.0,0.0,2373.0,,,,,,,,,,,,,,,,,,,,Có,35.6,36.0,6.9,23.2,15.7,83.1,-46.1,54.1,,,,,,,,,,,,36.2,0.0,-11.3,42.9,,-0.3,7.0,346.0,0.2,1.9,,,,-28.7,38.23,277.0,2373.0,,,,
207,LAF,HSX,Thực phẩm và đồ uống,291.0,20.4,2.7,3.2,,3.0,0.0,0.6,,10.9,,,6.4,1.2,7.6,8.7,,,7.99,-0.11,57.08,19.46,18.34,9.21,1.3,0.23,0.2,0.16,91.0,90.0,75.0,94.0,,,,,2.5,88.0,,,-6.0,,1.0,2997.0,,,,,,,,,,,,,,,,,,,,Có,15.0,-101.8,-52.7,45.6,18.7,-22.5,22.7,-29.5,,,,,,,,,,,,82.0,1.0,77.4,222.7,,0.2,12.0,135.0,0.6,10.2,,,,32.94,181.58,234.0,2997.0,,,,
208,LBM,HSX,Xây dựng và Vật liệu,1520.0,17.6,2.9,2.5,3.5,4.4,0.1,0.6,17.0,79.8,51.1,3.3,13.4,2.2,7.1,4.5,Giá cắt xuống SMA(5),Giá cắt xuống SMA(20),-3.18,8.19,-34.08,-18.8,29.58,15.12,0.1,0.53,1.69,2.22,54.0,89.0,78.0,74.0,0.47,,37.4,54.5,14.14,74.0,,Trung tính,-260.0,2.0,,2839.0,MACD Histogram < 0 và giảm dần,1.1,0.4,0.2,0.3,,Giá nằm trên SMA(50),,,Tín hiệu bán,,Trung tính,-2.09,15.08,,-1.58,15.08,35.08,474.65,Có,35.0,-2.2,-3.6,113.6,53.0,37.8,154.5,-11.1,-12.2,-10.9,52.2,6962.6,Giá nằm trên SMA(100),,-1.58,11.3,33.3,51.7,48.5,76.8,2.0,50.6,150.8,,0.3,56.0,369.0,1.4,13.5,,,,41.62,76.57,677.0,2839.0,24.6,-1.5,9.8,18.8
209,LCG,HSX,Xây dựng và Vật liệu,2414.0,4.4,2.5,1.9,3.0,3.4,0.0,1.0,61.1,46.8,0.0,0.6,21.1,0.9,10.5,0.0,,Giá nằm trên SMA(20),40.3,2.12,17.24,-10.71,11.39,4.21,0.4,116.15,122.06,98.99,3.0,90.0,82.0,52.0,18.74,Mua > Bán,12.6,59.4,2.78,57.0,Mua,Trung tính,-362.0,,1.0,592.0,MACD Histogram < 0 và giảm dần,0.2,0.2,0.2,0.3,,Giá nằm trên SMA(50),,Tín hiệu bán,,,Trung tính,-8.36,18.87,,0.8,18.87,14.55,133.42,Có,95.0,-45.4,-18.9,114.3,-1.7,37.8,-29.2,38.1,-11.9,-39.5,57.7,624.1,Giá nằm trên SMA(100),,0.8,7397.4,8789.1,8393.9,5595.3,28.4,4.0,70.9,53.9,1.0,-0.9,31.0,732.0,0.8,1.9,,,,-22.71,-34.41,2600.0,592.0,23.4,4.8,17.0,25.4
210,LDG,HSX,Bất động sản,1250.0,-66.9,2.4,1.0,3.0,2.8,0.3,1.2,64.5,1.7,0.1,0.6,-1.1,1.1,-2.2,0.0,,Giá nằm dưới SMA(20),,,,,63.35,,0.7,29.73,34.44,49.32,84.0,1.0,99.0,96.0,6.73,Mua < Bán,4.87,47.1,0.93,70.0,,Trung tính,-1266.0,2.0,,-4552.0,MACD Histogram < 0 và tăng dần,0.3,0.2,0.2,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-3.75,-19.5,,-0.41,-19.5,148.47,-16.9,Có,100.0,-62.8,-12.6,-1163.5,,,,,-32.5,-80.9,204.4,204.4,Giá nằm trên SMA(100),,-0.41,5181.5,6239.4,7672.1,10776.2,0.0,2.0,-95.5,,0.0,0.0,-66.0,3.0,22.0,-17.9,,,,,,1157.0,-4552.0,81.5,-4.2,1.2,42.1
211,LGC,HSX,Xây dựng và Vật liệu,11340.0,19.3,2.3,4.1,3.0,1.8,0.0,0.1,,,,,14.7,2.7,12.8,1.8,,,56.76,28.56,-23.1,9.04,64.13,23.29,2.2,0.0,0.0,0.0,41.0,50.0,7.0,38.0,,,,,44.98,34.0,,,0.0,0.0,0.0,4002.0,,,,,,,,,,,,,,,,,,,,Có,0.2,-113.3,-53.2,771.8,4.5,-5.3,-37.6,24.1,,,,,,,,,,,,99.8,26.0,1.1,-3.8,-2.1,-0.7,150.0,642.0,4.5,3.3,,,,-20.63,155.41,4225.0,4002.0,,,,
212,LGL,HSX,Bất động sản,222.0,-3.9,2.5,1.0,3.5,3.0,0.2,0.7,59.5,57.7,0.2,1.8,-8.7,0.3,-59.6,0.0,,Giá nằm trên SMA(20),-50.82,-48.86,,,7.19,33.37,0.4,0.59,1.13,1.51,28.0,9.0,7.0,27.0,0.14,,4.33,53.0,0.49,18.0,,Mua,0.0,,1.0,-498.0,MACD Histogram < 0 và tăng dần,0.3,0.1,0.1,0.1,Giá cắt lên SMA(10),Giá nằm trên SMA(50),,,,,Trung tính,-0.69,-0.46,,0.23,-0.46,56.88,-9.98,Có,55.0,-136.4,-21.7,-25.6,-81.4,17.9,,,-7.9,-79.5,82.7,236.9,Giá nằm trên SMA(100),,0.23,119.3,227.1,311.7,414.5,26.2,1.0,-86.1,-64.4,,0.4,2.0,5.0,2.6,-1.9,,,,,,683.0,-498.0,34.3,0.2,2.4,17.1
213,LHG,HSX,Bất động sản,1575.0,17.5,2.8,3.1,3.0,4.8,-0.1,1.0,16.4,14.7,6.3,0.7,5.4,0.9,5.5,5.7,,Giá nằm dưới SMA(20),7.25,-6.7,12.79,5.61,56.99,40.23,0.1,14.72,15.06,12.38,20.0,19.0,44.0,13.0,2.32,Mua < Bán,31.4,41.8,10.4,24.0,,Bán mạnh,-1238.0,0.0,0.0,5808.0,MACD Histogram < 0 và tăng dần,0.2,0.2,0.2,0.2,,Giá nằm dưới SMA(50),,,,,Trung tính,-7.37,-5.85,,-0.32,-5.85,-12.84,43.08,Có,50.0,-1.5,-0.8,290.5,37.8,206.6,37.3,250.0,-14.8,-35.7,37.9,1221.3,Giá nằm trên SMA(100),,-0.32,363.5,432.2,341.6,328.9,60.9,2.0,-4.5,-18.4,-0.5,0.1,90.0,223.0,2.5,9.2,,,,52.46,75.46,1744.0,5808.0,-1.3,-3.9,-2.1,5.4
214,LIX,HSX,Hàng cá nhân & Gia dụng,2320.0,23.1,3.0,2.6,3.1,5.0,0.0,0.8,,43.9,1.9,0.4,11.2,2.5,6.7,5.3,,Giá cắt xuống SMA(20),2.73,2.63,6.04,-10.84,23.07,7.65,0.1,4.33,3.74,4.23,44.0,76.0,70.0,41.0,0.06,Mua < Bán,35.1,52.3,2.91,58.0,Chờ mua,Trung tính,91.0,,1.0,3189.0,MACD Histogram < 0 và giảm dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,Tín hiệu bán,,Trung tính,-3.44,6.2,,-1.96,6.2,2.42,71.27,Có,35.0,14.7,24.5,206.6,-1.1,-9.6,19.8,-9.0,-6.4,-10.2,44.4,2043.3,Giá nằm trên SMA(100),,-1.96,111.2,99.2,107.8,84.9,65.2,2.0,9.0,37.2,2.6,1.1,55.0,719.0,0.8,15.2,,,,9.94,-0.3,934.0,3189.0,13.9,-0.8,6.5,13.6
215,LM8,HSX,Xây dựng và Vật liệu,127.0,4.9,,1.3,3.5,2.2,-0.1,0.2,,98.0,,,8.6,0.4,6.9,7.9,,,16.31,-2.35,38.51,2.61,14.26,0.07,1.7,0.01,0.02,0.03,56.0,55.0,57.0,56.0,,,,,0.45,56.0,,,-1.0,2.0,,1576.0,,,,,,,,,,,,,,,,,,,,Có,55.0,-414.3,-37.1,14.8,-16.6,42.9,-94.8,88.0,,,,,,,,,,,,36.0,1.0,-25.8,-95.9,,-0.7,0.0,308.0,0.1,1.1,,,,-12.32,164.4,305.0,1576.0,,,,
216,LPB,HSX,Ngân hàng,130843.0,25.1,2.9,4.6,3.0,2.7,0.2,0.8,59.5,96.2,0.4,0.3,13.2,3.2,,8.6,,Giá nằm trên SMA(20),27.57,25.1,74.45,19.6,,48.77,,252.21,248.21,221.97,2.0,93.0,83.0,88.0,24.9,Mua < Bán,44.0,63.1,0.85,66.0,Chờ mua,Mua,-1656.0,,1.0,3324.0,MACD Histogram > 0 và giảm dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-3.83,24.82,,0.46,24.82,76.26,1123.18,Có,95.0,,,9930.4,1.6,4.7,-1.1,10.2,-10.1,-9.1,82.7,1898.8,Giá nằm trên SMA(100),,0.46,4086.6,4948.6,5410.8,4083.8,6.5,,4.8,-5.4,0.7,0.7,2396.0,4913.0,,2.1,1.7,3.3,,19.05,558.14,40700.0,3324.0,38.0,9.1,21.5,29.8
217,LSS,HSX,Thực phẩm và đồ uống,845.0,6.6,2.5,2.5,3.0,3.0,-0.1,0.8,81.7,43.6,0.6,1.3,7.3,0.5,6.5,0.0,,Giá nằm dưới SMA(20),21.82,9.39,25.06,25.6,18.71,8.69,0.7,5.56,7.85,8.1,64.0,55.0,33.0,24.0,1.35,,9.82,46.1,0.61,44.0,,Bán,0.0,3.0,,1354.0,MACD Histogram < 0 và tăng dần,0.4,0.2,0.2,0.2,,Giá nằm trên SMA(50),,,,,Trung tính,-3.73,0.72,,-0.3,0.72,-8.53,140.29,Có,55.0,-143.8,-35.6,116.1,-25.8,-18.0,100.1,-40.1,-17.1,-46.7,15.9,228.1,Giá nằm trên SMA(100),,-0.3,376.0,706.2,741.3,585.4,34.0,2.0,11.5,201.6,-10.6,-4.1,58.0,664.0,0.4,3.6,,,,-1.77,417.76,1791.0,1354.0,-3.4,-2.9,0.6,2.0
218,MBB,HSX,Ngân hàng,220707.0,22.0,3.1,4.6,3.0,2.9,0.1,1.1,38.5,80.9,0.6,0.4,9.0,1.7,,1.8,Giá cắt xuống SMA(5),Giá nằm trên SMA(20),17.14,17.59,9.46,6.3,,34.82,,1455.42,1688.66,1373.12,68.0,94.0,91.0,87.0,207.07,Mua < Bán,26.95,63.3,23.07,85.0,Chờ bán,Trung tính,-15253.0,,1.0,3044.0,MACD Histogram < 0 và giảm dần,0.2,0.1,0.2,0.2,,Giá nằm trên SMA(50),,,,,Trung tính,-3.06,26.2,,-1.64,26.2,69.22,417.84,Có,50.0,,,24519.7,22.1,27.5,-2.5,44.9,-8.6,-4.6,84.6,1929.4,Giá nằm trên SMA(100),,-1.64,41800.3,56647.1,49269.8,33354.4,61.3,,12.5,-10.5,0.1,0.6,5878.0,17246.0,,2.2,1.6,4.1,,15.01,205.71,122643.0,3044.0,46.6,5.8,21.4,34.1
219,MCM,HSX,Thực phẩm và đồ uống,3179.0,10.3,2.6,2.2,3.8,4.8,-0.2,0.7,,45.5,0.5,0.0,13.4,1.4,13.7,6.0,,Giá nằm dưới SMA(20),-6.97,2.66,-41.26,5.67,29.74,9.39,0.1,1.27,1.22,1.55,41.0,24.0,31.0,7.0,0.01,,28.9,42.8,0.02,26.0,,Bán,-3.0,2.0,,2156.0,MACD Histogram < 0 và tăng dần,0.0,0.0,0.0,0.0,,Giá nằm dưới SMA(50),,,,,Trung tính,-1.7,-4.46,,0.0,-4.46,-19.04,,Có,35.0,-4.8,-5.3,237.1,-0.3,-5.5,34.5,-4.4,-20.0,-53.1,18.9,14.2,Giá nằm trên SMA(100),,0.0,32.2,38.8,50.8,43.4,68.2,3.0,36.4,58.6,1.1,-0.8,76.0,806.0,1.1,8.6,,,,-17.27,,2306.0,2156.0,-4.3,-1.6,-0.3,2.3
220,MCP,HSX,Hàng & Dịch vụ Công nghiệp,586.0,7.1,2.3,2.6,3.5,4.2,0.1,0.2,77.4,12.9,65.4,0.8,31.0,2.1,68.9,1.4,Giá cắt xuống SMA(5),Giá nằm dưới SMA(20),-5.32,11.46,72.65,87.38,7.69,1.02,0.2,0.44,0.45,0.47,96.0,79.0,44.0,21.0,0.25,,29.2,47.7,0.15,60.0,,Trung tính,0.0,2.0,,953.0,MACD Histogram < 0 và giảm dần,0.9,0.6,0.5,0.6,,Giá nằm trên SMA(50),,,,,Trung tính,-1.02,-0.87,,-1.02,-0.87,38.85,85.4,Có,15.0,-6.5,-10.1,18.9,-19.8,-24.3,-84.0,-88.1,-4.6,-8.3,41.9,1438.3,Giá nằm trên SMA(100),,-1.02,9.8,13.5,16.1,15.2,27.0,1.0,12.4,29.3,,-1.7,1.0,100.0,1.4,5.5,,,,-18.17,77.09,276.0,953.0,6.6,-1.6,1.6,4.6
221,MDG,HSX,Xây dựng và Vật liệu,150.0,17.1,,1.8,,3.6,0.2,-0.2,100.0,90.9,327.3,,7.1,1.1,6.8,0.0,,Giá cắt lên SMA(20),-17.45,-11.99,,-19.55,32.1,0.85,0.5,0.0,0.01,0.01,,,,,0.0,,14.6,56.1,0.0,,,Mua,0.0,0.0,0.0,2034.0,MACD Histogram < 0 và tăng dần,1.4,0.6,0.4,0.4,,Giá nằm trên SMA(50),,,Tín hiệu mua,,Trung tính,4.29,0.69,,0.69,0.69,13.18,50.84,Có,25.0,-42.8,-21.1,21.0,-59.9,-22.2,-86.7,,-7.3,-22.9,41.1,787.3,Giá nằm trên SMA(100),,0.69,0.2,0.5,0.8,0.8,67.2,0.0,-46.1,-93.1,,0.0,0.0,23.0,0.8,6.7,,,,,72.43,133.0,2034.0,9.9,0.6,4.7,5.6
222,MHC,HSX,Hàng & Dịch vụ Công nghiệp,617.0,5.0,2.6,1.6,,4.2,0.3,0.5,32.4,31.1,0.3,0.1,22.2,1.1,-55.3,0.0,,Giá nằm trên SMA(20),-89.14,-15.64,-54.04,4.38,,90.9,0.6,11.92,15.28,12.7,43.0,32.0,18.0,5.0,0.31,Mua > Bán,14.05,63.0,1.12,24.0,,Mua,105.0,2.0,,639.0,MACD Histogram < 0 và giảm dần,0.0,0.0,0.0,0.0,,Giá nằm trên SMA(50),,,,,Trung tính,-11.08,42.49,,-1.06,42.49,87.45,126.71,Có,45.0,-51.1,-33.9,27.8,993.5,-32.8,,-343.6,-13.0,-19.7,140.2,1564.5,Giá nằm trên SMA(100),,-1.06,757.9,961.1,904.6,524.8,39.3,1.0,1382.4,,,0.8,37.0,41.0,12.3,3.2,,,,28.49,,573.0,639.0,69.8,6.1,33.8,48.9
223,MIG,HSX,Bảo hiểm,3670.0,12.5,2.6,1.7,3.6,3.6,0.0,0.9,36.4,53.3,0.1,0.2,12.7,1.4,-6.1,3.1,,Giá nằm dưới SMA(20),,,-14.99,2.61,,,0.0,9.06,14.04,12.5,58.0,64.0,59.0,44.0,0.63,Mua < Bán,17.35,51.3,16.28,56.0,,Trung tính,381.0,0.0,0.0,1368.0,MACD Histogram < 0 và tăng dần,0.1,0.1,0.1,0.1,,Giá nằm trên SMA(50),,,,,Trung tính,-3.1,3.61,,0.0,3.61,8.37,197.01,Có,35.0,5.3,1.9,289.4,10.8,16.9,48.5,30.5,-10.5,-20.3,31.7,273.0,Giá nằm trên SMA(100),,0.0,376.3,620.5,666.4,473.7,79.1,3.0,-1.1,-16.4,0.4,10.0,84.0,981.0,,2.9,,,,1.27,114.6,2588.0,1368.0,8.7,-0.8,3.9,9.3
224,MSB,HSX,Ngân hàng,46280.0,13.9,3.2,4.2,3.0,1.9,0.1,1.0,33.4,61.2,0.1,0.1,9.1,1.2,,0.0,,Giá nằm trên SMA(20),15.98,24.7,18.84,25.45,,35.0,,743.75,613.39,462.07,18.0,94.0,92.0,84.0,54.54,Mua > Bán,17.65,68.2,29.89,72.0,Bán,Mua,-6621.0,,1.0,1961.0,MACD Histogram > 0 và giảm dần,0.1,0.1,0.1,0.2,,Giá nằm trên SMA(50),,,,,Trung tính,7.95,25.18,,-0.84,25.18,54.52,,Có,70.0,,,5098.6,-9.6,4.5,-28.5,6.0,-4.6,-1.9,85.8,139.4,Giá nằm trên SMA(100),,-0.84,35789.2,32158.8,28832.3,19611.5,36.2,,8.5,-2.2,0.3,1.2,1237.0,3535.0,,1.6,2.7,3.5,,7.73,277.52,39312.0,1961.0,45.6,10.8,25.1,38.1
225,MSH,HSX,Hàng cá nhân & Gia dụng,4096.0,29.0,2.8,2.2,3.4,4.4,0.0,0.8,55.0,89.3,4.3,1.2,7.5,2.1,7.1,10.1,,Giá nằm dưới SMA(20),16.26,3.66,68.69,-16.43,21.03,12.27,0.6,9.68,16.32,25.45,62.0,20.0,12.0,57.0,3.67,,37.05,49.5,5.07,38.0,Chờ mua,Mua,-469.0,2.0,,4865.0,MACD Histogram < 0 và tăng dần,0.5,0.3,0.2,0.2,Giá cắt lên SMA(10),Giá nằm dưới SMA(50),,,,,Trung tính,4.37,-3.64,,1.79,-3.64,19.1,266.96,Có,35.0,-20.8,-17.8,547.5,10.0,34.5,108.3,61.4,-11.5,-9.9,47.2,385.9,Giá nằm trên SMA(100),,1.79,183.0,384.5,622.3,553.7,12.3,5.0,41.6,113.1,0.7,0.1,180.0,1467.0,0.7,12.2,,,,101.87,54.47,1993.0,4865.0,4.7,-1.0,-1.2,5.4
226,MSN,HSX,Thực phẩm và đồ uống,118854.0,8.5,2.1,2.2,3.0,2.4,-0.1,1.2,63.0,75.2,0.2,0.7,42.2,3.7,16.1,0.0,,Giá nằm trên SMA(20),6.3,17.36,377.45,-21.73,31.06,5.64,1.5,900.52,1039.95,1048.31,63.0,76.0,77.0,47.0,137.08,Mua < Bán,82.6,58.0,25.21,66.0,Chờ bán,Mua,-2171.0,2.0,,1949.0,MACD Histogram < 0 và tăng dần,0.2,0.1,0.1,0.2,,Giá nằm trên SMA(50),,,,,Trung tính,-1.55,8.97,,0.49,8.97,7.55,90.44,Có,55.0,-42.2,-40.6,2817.8,-9.0,0.2,105.4,277.1,-5.5,-42.0,64.2,392.2,Giá nằm trên SMA(100),,0.49,9129.0,11160.9,12659.1,10312.9,57.2,178.0,-3.1,162.3,0.6,0.1,1032.0,18315.0,1.5,2.0,,,,299.45,-25.71,32474.0,1949.0,19.2,2.4,7.2,18.8
227,MWG,HSX,Bán lẻ,110884.0,17.4,2.5,1.8,3.0,3.6,-0.1,1.2,46.9,39.3,0.2,0.5,22.9,3.7,18.5,1.7,,Giá nằm trên SMA(20),13.58,5.63,2119.77,-14.09,20.12,4.38,1.1,848.24,792.7,811.79,94.0,72.0,63.0,48.0,116.48,Mua < Bán,74.9,64.3,48.08,69.0,Chờ mua,Mua mạnh,-10522.0,2.0,,3275.0,MACD Histogram > 0 và tăng dần,0.2,0.2,0.1,0.2,,Giá nằm trên SMA(50),,,,,Trung tính,7.93,6.85,,-0.13,6.85,8.85,167.13,Có,75.0,-23.0,-31.5,4841.2,10.2,14.8,40.6,71.3,-2.2,-2.8,66.1,1651.0,Giá nằm trên SMA(100),,-0.13,9343.3,10216.6,10587.7,9178.3,35.7,137.0,4.1,6.6,1.0,0.2,1648.0,37620.0,0.8,6.6,,,,119.69,29.44,29642.0,3275.0,22.3,5.7,9.6,17.0
228,NAB,HSX,Ngân hàng,27279.0,20.2,3.1,4.4,3.4,2.2,0.1,0.7,36.8,49.0,0.8,0.4,7.1,1.3,,0.0,,Giá nằm trên SMA(20),18.42,29.7,37.59,8.08,,38.15,,89.13,68.41,47.97,3.0,65.0,58.0,62.0,12.43,Mua < Bán,15.9,54.1,1.74,47.0,,Trung tính,-4374.0,,1.0,2243.0,MACD Histogram < 0 và giảm dần,0.2,0.2,0.3,0.3,,Giá nằm trên SMA(50),,,,,Trung tính,0.0,3.92,,0.0,3.92,22.31,,Có,80.0,,,3848.0,17.1,15.7,6.5,22.3,-8.1,-6.5,32.5,333.2,Giá nằm trên SMA(100),,0.0,4076.0,3768.2,3064.1,2448.0,30.0,,18.9,6.0,0.5,0.3,1035.0,2712.0,,1.4,2.8,3.1,,21.19,609.89,21240.0,2243.0,16.2,0.9,7.1,12.7
